brand;model;car_model;price_chf;mileage;engine_power_hp;power_mode;production_date;consumption_l_per_100km;transmission;listing_url
Honda;CR;HONDA CR-V 2.0i MMD Execut. 4WD;27900.0;80000.0;146.0;Benzin;32.021;7.3;Stufenlos;https://www.autoscout24.ch/de/d/honda-cr-v-20i-mmd-execut-4wd-12728596
Mercedes-Benz;S 500;MERCEDES-BENZ S 500 L 4Matic AMG Line 9G-Tronic;89000.0;85000.0;435.0;Benzin;52.021;9.2;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-s-500-l-4matic-amg-line-9g-tronic-12639350
Audi;RS;AUDI RS Q3 2.5 TFSI quattro S-tronic;25500.0;87350.0;340.0;Benzin;62.015;8.6;Halbautomatik;https://www.autoscout24.ch/de/d/audi-rs-q3-25-tfsi-quattro-s-tronic-12494056
Porsche;Macan;PORSCHE Macan S PDK;28999.0;111750.0;340.0;Benzin;72.016;;Halbautomatik;https://www.autoscout24.ch/de/d/porsche-macan-s-pdk-12474375
VW;Polo 1.4;VW Polo 1.4 16V Comfortline DSG Automat;9800.0;91600.0;86.0;Benzin;122.009;5.8;Automat;https://www.autoscout24.ch/de/d/vw-polo-14-16v-comfortline-dsg-automat-12110954
VW;T6.1 2.0;VW T6.1 2.0 TDI 4Motion Caravelle Automat DSG;47495.0;77800.0;150.0;Diesel;52.022;8.3;Halbautomatik;https://www.autoscout24.ch/de/d/vw-t61-20-tdi-4motion-caravelle-automat-dsg-12062380
Mercedes-Benz;EQA 300;MERCEDES-BENZ EQA 300 Swiss Star AMG Line 4MATIC;56900.0;1.0;228.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-eqa-300-swiss-star-amg-line-4matic-12616030
Mercedes-Benz;G 450;MERCEDES-BENZ G 450 d AMG Line;183300.0;20.0;387.0;Diesel;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-g-450-d-amg-line-12616027
Mercedes-Benz;GLB 35;MERCEDES-BENZ GLB 35 AMG 4MATIC;80200.0;20.0;320.0;Benzin;Neues Fahrzeug;9.2;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-glb-35-amg-4matic-12480638
Mercedes-Benz;G 580;MERCEDES-BENZ G 580 EQ;204000.0;20.0;587.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-g-580-eq-11974784
Alfa Romeo;Stelvio 2.0;ALFA ROMEO Stelvio 2.0 Intensa Sky Q4 AT8;60900.0;10.0;280.0;Benzin;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/alfa-romeo-stelvio-20-intensa-sky-q4-at8-12762422
Land Rover;Discovery 3.0;LAND ROVER Discovery 3.0 i6 360 R-Dynamic HSE AWD Automatic;69999.0;52000.0;361.0;Benzin;32.021;11.3;Automat;https://www.autoscout24.ch/de/d/land-rover-discovery-30-i6-360-r-dynamic-hse-awd-automatic-12762253
Fiat;600h;FIAT 600h MildHybrid La Prima 136PS;27900.0;10.0;136.0;Benzin;Neues Fahrzeug;;Halbautomatik;https://www.autoscout24.ch/de/d/fiat-600h-mildhybrid-la-prima-136ps-12756866
Fiat;Grande;FIAT Grande Panda MHEV Icon;21900.0;10.0;101.0;Benzin;Neues Fahrzeug;;Halbautomatik;https://www.autoscout24.ch/de/d/fiat-grande-panda-mhev-icon-12743888
Alfa Romeo;Stelvio 2.0;ALFA ROMEO Stelvio 2.0 Competizione Pack Sky Q4 AT8 - MY23/24;39800.0;43500.0;280.0;Benzin;62.023;;Automat;https://www.autoscout24.ch/de/d/alfa-romeo-stelvio-20-competizione-pack-sky-q4-at8-my23-24-12078971
Porsche;Panamera;PORSCHE Panamera Turbo 4.8 PDK;28900.0;127000.0;500.0;Benzin;72.013;11.5;Halbautomatik;https://www.autoscout24.ch/de/d/porsche-panamera-turbo-48-pdk-12076903
BMW;218d;BMW 218d xDrive Active Tourer Steptronic M Sport;21799.0;63500.0;150.0;Diesel;92.020;6.2;Automat;https://www.autoscout24.ch/de/d/bmw-218d-xdrive-active-tourer-steptronic-m-sport-11922064
Skoda;Octavia;SKODA Octavia Combi 2.0 TDI Scout 4x4 DSG;18990.0;132400.0;150.0;Diesel;32.019;6.3;Halbautomatik;https://www.autoscout24.ch/de/d/skoda-octavia-combi-20-tdi-scout-4x4-dsg-12673495
Jeep;Wrangler 2.0;JEEP Wrangler 2.0 PHEV Unlimited Rubicon Black Kite Automatic;79900.0;25.0;381.0;Benzin;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/jeep-wrangler-20-phev-unlimited-rubicon-black-kite-automatic-12678031
Ford;Mustang;FORD Mustang MACH-E GT AWD 91 kWh BRONZE PACK;59999.0;50.0;487.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/ford-mustang-mach-e-gt-awd-91-kwh-bronze-pack-12340824
Ford;Mustang;FORD Mustang MACH-E Premium AWD 75 kWh 0% Leasing;45999.0;50.0;371.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/ford-mustang-mach-e-premium-awd-75-kwh-0-leasing-11306499
Ford;Mustang;FORD Mustang MACH-E Premium AWD 75 kWh 0% Leasing;45999.0;50.0;371.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/ford-mustang-mach-e-premium-awd-75-kwh-0-leasing-11298246
Alfa Romeo;Giulia 2.0;ALFA ROMEO Giulia 2.0 Veloce Pack Premium Q4 AT8;38900.0;17500.0;280.0;Benzin;72.023;;Automat;https://www.autoscout24.ch/de/d/alfa-romeo-giulia-20-veloce-pack-premium-q4-at8-12632965
Citroen;XM;CITROEN XM Berline 3.0 V6 Ambiance Automatic;8900.0;119800.0;168.0;Benzin;91.993;;Automat;https://www.autoscout24.ch/de/d/citroen-xm-berline-30-v6-ambiance-automatic-12679452
Toyota;Proace;TOYOTA Proace City Verso 1.2 Shuttle Medium;17500.0;82000.0;110.0;Benzin;122.021;6.4;Manuell;https://www.autoscout24.ch/de/d/toyota-proace-city-verso-12-shuttle-medium-12668714
Toyota;Yaris 1.3;TOYOTA Yaris 1.3 Linea Luna;3649.0;138000.0;87.0;Benzin;42.004;5.8;Automat;https://www.autoscout24.ch/de/d/toyota-yaris-13-linea-luna-12626938
Mercedes-Benz;A 200;MERCEDES-BENZ A 200 AMG Line 7G-DCT;35000.0;28000.0;163.0;Benzin;72.023;6.4;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-a-200-amg-line-7g-dct-12855766
Audi;A1;AUDI A1 Sportback 30 TFSI advanced Attraction S-tronic;26350.0;31000.0;110.0;Benzin;22.023;;Halbautomatik;https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-advanced-attraction-s-tronic-12853654
Volvo;S70;VOLVO S70 T5;5500.0;308340.0;240.0;Benzin;51.997;11.5;Automat;https://www.autoscout24.ch/de/d/volvo-s70-t5-12858278
VW;R-Line 3.0;VW R-Line 3.0 V6TDI;26900.0;106500.0;262.0;Diesel;22.015;;Automat;https://www.autoscout24.ch/de/d/vw-r-line-30-v6tdi-12856349
Mercedes-Benz;EQE 350;MERCEDES-BENZ EQE 350 AMG 4MATIC;74900.0;22550.0;292.0;Elektro;42.024;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-eqe-350-amg-4matic-12846765
Land Rover;Range;LAND ROVER Range Rover Sport 5.0 V8 S/C HSE Dynamic Automatic;69000.0;64000.0;525.0;Benzin;2019;15.1;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-sport-50-v8-s-c-hse-dynamic-automatic-12862603
BMW;X3;BMW X3 xDrive 48V M40d Individual;62900.0;23000.0;339.0;Diesel;112.021;6.8;Automat;https://www.autoscout24.ch/de/d/bmw-x3-xdrive-48v-m40d-individual-12856041
Audi;Q5 55;AUDI Q5 55 TFSI e PHEV S line quattro S-tronic;45525.0;49999.0;367.0;Benzin;82.021;1.7;Automat;https://www.autoscout24.ch/de/d/audi-q5-55-tfsi-e-phev-s-line-quattro-s-tronic-12850117
BMW;X5M;BMW X5M Competition;129900.0;26000.0;626.0;Benzin;62.023;;Automat;https://www.autoscout24.ch/de/d/bmw-x5m-competition-12841011
Skoda;Karoq 1.5;SKODA Karoq 1.5 TSI ACT Ambition DSG;22500.0;43880.0;150.0;Benzin;22.020;7.2;Halbautomatik;https://www.autoscout24.ch/de/d/skoda-karoq-15-tsi-act-ambition-dsg-12858199
Mazda;3 1.6;MAZDA 3 1.6 16V Exclusive+;7500.0;58000.0;105.0;Benzin;122.009;6.3;Manuell;https://www.autoscout24.ch/de/d/mazda-3-16-16v-exclusive-12856734
Audi;RS4;AUDI RS4 Avant 2.9 TFSI quattro tiptronic;64900.0;29990.0;450.0;Benzin;62.020;10.2;Automat;https://www.autoscout24.ch/de/d/audi-rs4-avant-29-tfsi-quattro-tiptronic-12851493
Ford;Kuga 2.5;FORD Kuga 2.5 FHEV Vignale 4WD;26800.0;89000.0;190.0;Benzin;12.021;6.3;Stufenlos;https://www.autoscout24.ch/de/d/ford-kuga-25-fhev-vignale-4wd-12862498
BMW;M2;BMW M2 Steptronic - Leasingübernahme;688.0;13000.0;460.0;Benzin;32.024;;Automat;https://www.autoscout24.ch/de/d/bmw-m2-steptronic-leasingubernahme-12863234
BMW;X5;"BMW X5 xDrive 35i Steptronic (7 seats, L6, 8-Speed, Tow Package, 18""- BMW Wheels)";14990.0;230000.0;306.0;Benzin;112.012;10.1;Automat;https://www.autoscout24.ch/de/d/bmw-x5-xdrive-35i-steptronic-7-seats-l6-8-speed-tow-package-18-bmw-wheels-12863213
Mercedes-Benz;C 250;MERCEDES-BENZ C 250 CDI Avantgarde 4Matic 7G-Tronic;6900.0;214900.0;204.0;Diesel;62.012;5.8;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c-250-cdi-avantgarde-4matic-7g-tronic-12862872
Volvo;V60;VOLVO V60 D6 AWD Plug-in Hybrid Summum Geartronic;15900.0;145000.0;288.0;Diesel;122.015;1.8;Automat;https://www.autoscout24.ch/de/d/volvo-v60-d6-awd-plug-in-hybrid-summum-geartronic-12849833
Mercedes-Benz;A 35;MERCEDES-BENZ A 35 AMG 4Matic Speedshift;31500.0;95000.0;306.0;Benzin;82.019;8.7;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-a-35-amg-4matic-speedshift-12853431
Porsche;Cayenne;PORSCHE Cayenne S;69000.0;83079.0;440.0;Benzin;52.018;9.4;Automat;https://www.autoscout24.ch/de/d/porsche-cayenne-s-12858440
Seat;Tarraco 2.0;SEAT Tarraco 2.0 TDI CR Xcellence 4Drive DSG;28900.0;73000.0;190.0;Diesel;82.019;5.6;Halbautomatik;https://www.autoscout24.ch/de/d/seat-tarraco-20-tdi-cr-xcellence-4drive-dsg-12856833
Kia;Sportage 1.6;KIA Sportage 1.6 GDi Trend 2WD;13500.0;75000.0;132.0;Benzin;62.016;6.3;Manuell;https://www.autoscout24.ch/de/d/kia-sportage-16-gdi-trend-2wd-12850203
Renault;Espace 1.6;RENAULT Espace 1.6 dCi Initiale Paris EDC (ab MFK);9500.0;209000.0;160.0;Diesel;12.016;4.6;Halbautomatik;https://www.autoscout24.ch/de/d/renault-espace-16-dci-initiale-paris-edc-ab-mfk-12862006
VW;ID.3;VW ID.3 Pro Performance 58 kWh Family;17500.0;93000.0;204.0;Elektro;52.021;;Automat;https://www.autoscout24.ch/de/d/vw-id3-pro-performance-58-kwh-family-12844068
Renault;Clio 1.6;RENAULT Clio 1.6 T RS 200 EDC;10500.0;87100.0;200.0;Benzin;102.014;6.3;Halbautomatik;https://www.autoscout24.ch/de/d/renault-clio-16-t-rs-200-edc-12857959
BMW;328i;BMW 328i xDrive Touring Sport Line Steptronic;14800.0;168000.0;245.0;Benzin;112.014;6.9;Automat;https://www.autoscout24.ch/de/d/bmw-328i-xdrive-touring-sport-line-steptronic-12856387
Mini;Cooper;MINI Cooper SD Steptronic;16900.0;81000.0;170.0;Diesel;2017;4.1;Automat;https://www.autoscout24.ch/de/d/mini-cooper-sd-steptronic-12857660
VW;Golf 1.0;VW Golf 1.0 TSI Swiss Line Plus DSG;12700.0;136000.0;115.0;Benzin;112.019;7.2;Automat;https://www.autoscout24.ch/de/d/vw-golf-10-tsi-swiss-line-plus-dsg-12856214
Hyundai;i30;HYUNDAI i30 N 2.0 T-GDi;24900.0;65000.0;275.0;Benzin;102.019;8.3;Manuell;https://www.autoscout24.ch/de/d/hyundai-i30-n-20-t-gdi-12854357
Fiat;3+1;FIAT 3+1 La Prima Top;20000.0;35000.0;118.0;Elektro;72.023;;Automat;https://www.autoscout24.ch/de/d/fiat-3-1-la-prima-top-12854419
Ford;Mustang;FORD Mustang Fastback 5.0 V8 GT Automat Verkauf durch Sutter US Cars and More;34950.0;41500.0;422.0;Benzin;72.018;;Automat;https://www.autoscout24.ch/de/d/ford-mustang-fastback-50-v8-gt-automat-verkauf-durch-sutter-us-cars-and-more-12856492
LAMBORGHINI;Huracan;LAMBORGHINI Huracan STO Coupé DCT RWD;389900.0;4990.0;640.0;Benzin;32.024;13.9;Halbautomatik;https://www.autoscout24.ch/de/d/lamborghini-huracan-sto-coupe-dct-rwd-12833589
Mercedes-Benz;GLA;MERCEDES-BENZ GLA AMG 35 4Matic 8G-DCT;68300.0;8600.0;306.0;Benzin;22.025;;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-gla-amg-35-4matic-8g-dct-12856906
Mercedes-Benz;GLE 53;MERCEDES-BENZ GLE 53 AMG 4Matic+ 9G-Speedshift;94900.0;30000.0;435.0;Benzin;52.024;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-gle-53-amg-4matic-9g-speedshift-12851106
Ford;Focus 1.8i;FORD Focus 1.8i Carving;4050.0;178000.0;125.0;Benzin;42.010;;Manuell;https://www.autoscout24.ch/de/d/ford-focus-18i-carving-12848919
VW;Beetle;VW Beetle Cabriolet 1.4 TSI BMT Dune DSG;28500.0;66998.0;150.0;Benzin;32.017;5.6;Halbautomatik;https://www.autoscout24.ch/de/d/vw-beetle-cabriolet-14-tsi-bmt-dune-dsg-12858335
Audi;A4;AUDI A4 allroad 2.0 TDI quattro;5450.0;234000.0;170.0;Diesel;52.010;6.2;Manuell;https://www.autoscout24.ch/de/d/audi-a4-allroad-20-tdi-quattro-12850688
BMW;X3;BMW X3 xDrive M40i Steptronic;31490.0;117950.0;360.0;Benzin;72.018;8.2;Automat;https://www.autoscout24.ch/de/d/bmw-x3-xdrive-m40i-steptronic-12852238
Mini;Paceman;MINI Paceman John Cooper Works ALL4;22000.0;46000.0;218.0;Benzin;52.015;7.1;Manuell;https://www.autoscout24.ch/de/d/mini-paceman-john-cooper-works-all4-12850157
Audi;A7;AUDI A7 Sportback 50 TFSI e quattro S-tronic;47900.0;60000.0;299.0;Benzin;62.021;;Halbautomatik;https://www.autoscout24.ch/de/d/audi-a7-sportback-50-tfsi-e-quattro-s-tronic-12849714
Land Rover;Range;LAND ROVER Range Rover Velar R-Dynamic P 250 S Automatic;30000.0;78000.0;250.0;Benzin;122.018;10.4;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-velar-r-dynamic-p-250-s-automatic-12849259
Tesla;Model 3;TESLA Model 3 Long Range Dual Motor AWD, Capacité de conduite entièrement autonome.;42500.0;18250.0;498.0;Elektro;112.023;;Automat;https://www.autoscout24.ch/de/d/tesla-model-3-long-range-dual-motor-awd-capacite-de-conduite-entierement-autonome-12853282
Nissan;GTS;NISSAN GTS-T R33;47900.0;84500.0;250.0;Benzin;111.997;;Manuell;https://www.autoscout24.ch/de/d/nissan-gts-t-r33-12863475
Audi;A3;AUDI A3 Sportback 40 TFSI S line quattro S-tronic, 8-fache Bereifung, CH Fahrzeug, frisch ab Service, div Assistenzen und Pakete;39300.0;21650.0;190.0;Benzin;62.023;;Halbautomatik;https://www.autoscout24.ch/de/d/audi-a3-sportback-40-tfsi-s-line-quattro-s-tronic-8-fache-bereifung-ch-fahrzeug-frisch-ab-service-div-assistenzen-und-pakete-12837022
VW;T-Roc;VW T-Roc 1.0 TSI;13500.0;149500.0;115.0;Benzin;92.019;5.1;Manuell;https://www.autoscout24.ch/de/d/vw-t-roc-10-tsi-12850342
BMW;430i;BMW 430i Gran Coupé xDrive Luxury Line Steptronic;22700.0;84500.0;252.0;Benzin;22.017;5.9;Automat;https://www.autoscout24.ch/de/d/bmw-430i-gran-coupe-xdrive-luxury-line-steptronic-12860145
Toyota;RAV 4;TOYOTA RAV-4 2.5 HSD Premium e-CVT 4WD;35900.0;77340.0;222.0;Benzin;42.020;5.9;Stufenlos;https://www.autoscout24.ch/de/d/toyota-rav-4-25-hsd-premium-e-cvt-4wd-12833207
Audi;Q4;AUDI Q4 e-tron 50 quattro;30900.0;73500.0;299.0;Elektro;122.021;;Automat;https://www.autoscout24.ch/de/d/audi-q4-e-tron-50-quattro-12856481
BMW;X1;BMW X1 xDrive 20d Sport Line Steptronic;17000.0;140000.0;190.0;Diesel;12.018;4.8;Automat;https://www.autoscout24.ch/de/d/bmw-x1-xdrive-20d-sport-line-steptronic-12854548
Renault;Espace 2.0;RENAULT Espace 2.0 dCi Business EDC;13000.0;174000.0;160.0;Diesel;112.019;6.8;Halbautomatik;https://www.autoscout24.ch/de/d/renault-espace-20-dci-business-edc-12850125
Audi;Q5 55;AUDI Q5 55 TFSI e sport quattro;38000.0;56000.0;367.0;Benzin;112.020;2.5;Halbautomatik;https://www.autoscout24.ch/de/d/audi-q5-55-tfsi-e-sport-quattro-12860049
Mercedes-Benz;GLA 250;MERCEDES-BENZ GLA 250 Urban 4Matic 7G-DCT;10500.0;228190.0;211.0;Benzin;102.014;6.5;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-gla-250-urban-4matic-7g-dct-12860121
Mercedes-Benz;B 200;MERCEDES-BENZ B 200;7900.0;131000.0;136.0;Benzin;72.007;7.5;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-b-200-12854450
BENTLEY;Bentayga;BENTLEY Bentayga Azure;205000.0;8000.0;550.0;Benzin;112.024;;Automat;https://www.autoscout24.ch/de/d/bentley-bentayga-azure-12857966
Smart;fortwo;SMART fortwo prime twinmatic;13900.0;69000.0;90.0;Benzin;42.018;4.1;Halbautomatik;https://www.autoscout24.ch/de/d/smart-fortwo-prime-twinmatic-12859978
VW;Golf;VW Golf Variant 1.6 TDI Value 4Motion;10499.0;88000.0;105.0;Diesel;32.010;5.5;Manuell;https://www.autoscout24.ch/de/d/vw-golf-variant-16-tdi-value-4motion-12856876
Mercedes-Benz;C 250;MERCEDES-BENZ C 250 d Swiss Star Exclusive 4Matic 9G-Tronic;18900.0;152000.0;204.0;Diesel;102.016;5.1;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c-250-d-swiss-star-exclusive-4matic-9g-tronic-12854790
Porsche;Cayenne;PORSCHE Cayenne Diesel;22000.0;193000.0;245.0;Diesel;62.012;7.2;Automat;https://www.autoscout24.ch/de/d/porsche-cayenne-diesel-12834118
Mercedes-Benz;C 220;MERCEDES-BENZ C 220 d T;44000.0;60000.0;200.0;Diesel;32.022;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c-220-d-t-12830690
Porsche;Boxster;PORSCHE Boxster Spyder 3.8, Approved bis 18.8.2027;109981.0;16500.0;375.0;Benzin;42.016;9.9;Manuell;https://www.autoscout24.ch/de/d/porsche-boxster-spyder-38-approved-bis-1882027-12821335
Land Rover;Range;LAND ROVER Range Rover Sport 575 5.0 V8 S/C SVR, 5 Jahre Werksgarantie ab 1. Inv., SVO Racing Green;89900.0;54900.0;575.0;Benzin;72.022;14.7;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-sport-575-50-v8-s-c-svr-5-jahre-werksgarantie-ab-1-inv-svo-racing-green-12821230
Mercedes-Benz;CLK 500;MERCEDES-BENZ CLK 500 Avantgarde 7G-Tronic;14999.0;395000.0;388.0;Benzin;112.007;11.7;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-clk-500-avantgarde-7g-tronic-12834931
Land Rover;Range Rover Evoque 2.0;LAND ROVER Range Rover Evoque 2.0 Si4 HSE Dynamic AT9;32898.0;69500.0;241.0;Benzin;102.018;7.8;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-evoque-20-si4-hse-dynamic-at9-12844813
Tesla;Model Y;TESLA Model Y Long Range;39900.0;69000.0;514.0;Elektro;32.022;;Automat;https://www.autoscout24.ch/de/d/tesla-model-y-long-range-12850275
VW;Touran 2.0;VW Touran 2.0 TDI BlueMotion Technology Comfortline DSG;31499.0;36900.0;150.0;Diesel;82.024;;Halbautomatik;https://www.autoscout24.ch/de/d/vw-touran-20-tdi-bluemotion-technology-comfortline-dsg-12846226
Mercedes-Benz;GLC 43;MERCEDES-BENZ GLC 43 AMG 4Matic 9G-Tronic;39890.0;109000.0;367.0;Benzin;82.018;8.7;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-glc-43-amg-4matic-9g-tronic-12848770
VW;Tiguan 2.0TSI;VW Tiguan 2.0TSI R-Line 4Motion DSG;38900.0;41500.0;190.0;Benzin;112.021;8.4;Halbautomatik;https://www.autoscout24.ch/de/d/vw-tiguan-20tsi-r-line-4motion-dsg-12852234
Mercedes-Benz;C 63;MERCEDES-BENZ C 63 AMG;29500.0;156000.0;457.0;Benzin;42.009;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c-63-amg-12833786
Audi;Q7 55;AUDI Q7 55 TFSI S Line quattro tiptronic;61400.0;49870.0;340.0;Benzin;52.022;10.7;Automat;https://www.autoscout24.ch/de/d/audi-q7-55-tfsi-s-line-quattro-tiptronic-12844723
Land Rover;Range;LAND ROVER Range Rover Sport P510e 3.0 Si6 PHEV First Edition Automatic;90000.0;85000.0;404.0;Benzin;32.023;0.9;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-sport-p510e-30-si6-phev-first-edition-automatic-12864576
Mercedes-Benz;GLA 35;MERCEDES-BENZ GLA 35 AMG 4Matic 8G-Speedshift DCT;45000.0;74800.0;306.0;Benzin;112.020;9.2;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-gla-35-amg-4matic-8g-speedshift-dct-12853575
AUSTIN-HEALEY;100M;AUSTIN-HEALEY 100M BN2 Le Mans;65000.0;7000.0;110.0;Benzin;71.956;;Manuell;https://www.autoscout24.ch/de/d/austin-healey-100m-bn2-le-mans-12851822
BMW;X1;BMW X1 xDrive 20i M Sport Steptronic;22500.0;102000.0;192.0;Benzin;82.019;8.3;Automat;https://www.autoscout24.ch/de/d/bmw-x1-xdrive-20i-m-sport-steptronic-12847849
Mercedes-Benz;E 63;MERCEDES-BENZ E 63 AMG S 4 Matic 9G-Tronic;64900.0;147000.0;612.0;Benzin;62.020;12.8;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-e-63-amg-s-4-matic-9g-tronic-12852786
Porsche;Cayenne;PORSCHE Cayenne GTS Coupé;95000.0;35000.0;460.0;Benzin;32.021;14.4;Automat;https://www.autoscout24.ch/de/d/porsche-cayenne-gts-coupe-12857898
Jaguar;F;JAGUAR F-Type Convertible 5.0 V8 First Edition AWD Automatik;66500.0;26900.0;450.0;Benzin;72.020;11.1;Automat;https://www.autoscout24.ch/de/d/jaguar-f-type-convertible-50-v8-first-edition-awd-automatik-12842680
Mercedes-Benz;GLS 400;MERCEDES-BENZ GLS 400 d 4Matic AMG Line 9G-Tronic;89999.0;25000.0;330.0;Diesel;22.023;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-gls-400-d-4matic-amg-line-9g-tronic-12849230
Mercedes-Benz;C200;MERCEDES-BENZ C200 D - 9G Tronic;18000.0;76000.0;136.0;Diesel;102.017;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c200-d-9g-tronic-12862322
Mini;Cooper;MINI Cooper S Cabriolet DKG;26500.0;65000.0;178.0;Benzin;72.022;6.3;Halbautomatik;https://www.autoscout24.ch/de/d/mini-cooper-s-cabriolet-dkg-12861743
BMW;X1;BMW X1 xDrive 25e M Sport Steptronic;24895.0;63000.0;220.0;Benzin;102.020;2.1;Automat;https://www.autoscout24.ch/de/d/bmw-x1-xdrive-25e-m-sport-steptronic-12860747
Renault;TWINGO;RENAULT TWINGO;9151.0;40500.0;90.0;Benzin;62.016;;;https://www.autoscout24.ch/de/d/renault-twingo-12853597
Subaru;2.5;SUBARU 2.5 Turbo 4WD WRX STI Sport;80000.0;15397.0;301.0;Benzin;82.011;10.5;Manuell;https://www.autoscout24.ch/de/d/subaru-25-turbo-4wd-wrx-sti-sport-12849774
Porsche;Cayenne;PORSCHE Cayenne S E-Hybrid Tiptronic;129450.0;9990.0;519.0;Benzin;32.025;;Automat;https://www.autoscout24.ch/de/d/porsche-cayenne-s-e-hybrid-tiptronic-12842377
BMW;530e;BMW 530e xDrive Touring M Sport Steptronic;40900.0;38000.0;292.0;Benzin;72.023;;Automat;https://www.autoscout24.ch/de/d/bmw-530e-xdrive-touring-m-sport-steptronic-12860846
VW;Maremonti;VW Maremonti;26000.0;204000.0;;Diesel;72.012;;Manuell;https://www.autoscout24.ch/de/d/vw-maremonti-12860457
Kia;Niro;KIA Niro EV 64,8 kWh Power Edition;32200.0;15000.0;204.0;Elektro;102.024;;Automat;https://www.autoscout24.ch/de/d/kia-niro-ev-64-8-kwh-power-edition-12830632
Mercedes-Benz;E 63;MERCEDES-BENZ E 63 AMG S 4 Matic 9G-Tronic;72800.0;44500.0;612.0;Benzin;12.019;12.8;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-e-63-amg-s-4-matic-9g-tronic-12849747
LOTUS;Elise;LOTUS Elise (Series 3) CR 1.6 (136 PS);35900.0;62000.0;136.0;Benzin;102.011;6.3;Manuell;https://www.autoscout24.ch/de/d/lotus-elise-series-3-cr-16-136-ps-12847944
Skoda;Octavia;SKODA Octavia Combi 2.0 TSI Ambition DSG 4x4;24998.0;64000.0;190.0;Benzin;102.022;7.8;Halbautomatik;https://www.autoscout24.ch/de/d/skoda-octavia-combi-20-tsi-ambition-dsg-4x4-12839133
Kia;Sportage 1.6T;KIA Sportage 1.6T-GDi MHEV GT-Line 4x4 7DCT;33000.0;38000.0;180.0;Benzin;112.023;;Automat;https://www.autoscout24.ch/de/d/kia-sportage-16t-gdi-mhev-gt-line-4x4-7dct-12848079
Ford;Kuga 2.0;FORD Kuga 2.0 TDCi Titanium 4WD;6000.0;175000.0;136.0;Diesel;82.009;6.4;Manuell;https://www.autoscout24.ch/de/d/ford-kuga-20-tdci-titanium-4wd-12864483
Tesla;Rodster;TESLA TESLA Signature Sport;95000.0;10500.0;292.0;Elektro;112.009;;Automat;https://www.autoscout24.ch/de/d/tesla-tesla-signature-sport-12864030
Mercedes-Benz;VITO;MERCEDES-BENZ VITO;19800.0;200501.0;190.0;;112.020;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-vito-12862855
Citroen;C1 1.0i;CITROEN C1 1.0i;1799.0;144000.0;68.0;Benzin;82.011;4.5;Manuell;https://www.autoscout24.ch/de/d/citroen-c1-10i-12851375
Audi;AUDI;AUDI AUDI A1 SB 1.2 TFSI;6500.0;147474.0;63.0;Benzin;42.015;5.5;Manuell;https://www.autoscout24.ch/de/d/audi-audi-a1-sb-12-tfsi-12849163
Land Rover;Defender 110;LAND ROVER Defender 110 SW 2.5 Td5;27000.0;241600.0;122.0;Diesel;32.002;10.5;Manuell;https://www.autoscout24.ch/de/d/land-rover-defender-110-sw-25-td5-12848419
Porsche;Cayenne;PORSCHE Cayenne Diesel *Platinum Edition* / Top Zustand;27999.0;137000.0;245.0;Diesel;82.014;7.2;Automat;https://www.autoscout24.ch/de/d/porsche-cayenne-diesel-platinum-edition-top-zustand-12849762
