brand;model;car_model;price_chf;mileage;engine_power_hp;power_mode;production_date;consumption_l_per_100km;transmission;listing_url
Land Rover;Defender 110;LAND ROVER Defender 110 2.2 TD4 Station Wagon;55000.0;160570.0;180.0;Diesel;22.013;11.1;Manuell;https://www.autoscout24.ch/de/d/land-rover-defender-110-22-td4-station-wagon-12819180
ASTON;MARTIN;ASTON MARTIN V8 Vantage 4.0 Coupé AMR - Full carbone - Édition limitée 1/200 - Entièrement recouverte film protection XPEL;125000.0;22000.0;510.0;Benzin;52.020;10.3;Manuell;https://www.autoscout24.ch/de/d/aston-martin-v8-vantage-40-coupe-amr-full-carbone-edition-limitee-1-200-entierement-recouverte-film-protection-xpel-12815839
Volvo;XC90;VOLVO XC90 D5 AWD Inscription Geartronic;37900.0;96000.0;235.0;Diesel;42.019;;Automat;https://www.autoscout24.ch/de/d/volvo-xc90-d5-awd-inscription-geartronic-12815806
Mercedes-Benz;C 230;MERCEDES-BENZ C 230 Avantgarde 7G-Tronic;14900.0;45000.0;204.0;Benzin;32.008;9.3;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c-230-avantgarde-7g-tronic-12815187
Porsche;Cayenne;PORSCHE Cayenne S 420PS;25900.0;153000.0;420.0;Benzin;102.014;;Automat;https://www.autoscout24.ch/de/d/porsche-cayenne-s-420ps-12812320
BMW;M550d;BMW M550d xDrive Steptronic;37000.0;152000.0;400.0;Diesel;52.018;5.9;Automat;https://www.autoscout24.ch/de/d/bmw-m550d-xdrive-steptronic-12811916
Mercedes-Benz;S;MERCEDES-BENZ S E Performance;242000.0;5996.0;816.0;Benzin;42.025;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-s-e-performance-12811804
Jeep;Compass 2.0CRD;JEEP Compass 2.0CRD Limited AWD 9ATX (expertisée);14000.0;110000.0;140.0;Diesel;102.017;5.7;Automat;https://www.autoscout24.ch/de/d/jeep-compass-20crd-limited-awd-9atx-expertisee-12811487
Smart;forfour;SMART forfour EQ;9999.0;19000.0;82.0;Elektro;102.020;;Automat;https://www.autoscout24.ch/de/d/smart-forfour-eq-11840116
Seat;Tarraco 2.0;SEAT Tarraco 2.0 TDI CR Hola FR 4Drive DSG;48800.0;35000.0;200.0;Diesel;42.022;;Halbautomatik;https://www.autoscout24.ch/de/d/seat-tarraco-20-tdi-cr-hola-fr-4drive-dsg-11225465
Audi;RS4;AUDI RS4 Avant 2.9 TFSI quattro tiptronic;63000.0;78957.0;450.0;Benzin;62.018;8.8;Automat;https://www.autoscout24.ch/de/d/audi-rs4-avant-29-tfsi-quattro-tiptronic-10012978
Ford;Focus 1.5;FORD Focus 1.5 TDCi Titanium X Automatic;11350.0;135000.0;120.0;Diesel;92.020;5.6;Automat;https://www.autoscout24.ch/de/d/ford-focus-15-tdci-titanium-x-automatic-12851747
Jaguar;F;JAGUAR F-Pace 2.0d R-Sport AWD Automatik;19900.0;113450.0;180.0;Diesel;122.017;5.3;Automat;https://www.autoscout24.ch/de/d/jaguar-f-pace-20d-r-sport-awd-automatik-12274517
Mercedes-Benz;GLA 45;MERCEDES-BENZ GLA 45 S AMG 4Matic+ 8G-Speedshift DCT Leasingübernahme/Kauf;75000.0;15000.0;421.0;Benzin;72.023;;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-gla-45-s-amg-4matic-8g-speedshift-dct-leasingubernahme-kauf-11330050
Toyota;Supra;TOYOTA Supra GR 3.0i Turbo Premium Automat 8;59999.0;4000.0;340.0;Benzin;52.023;;Automat;https://www.autoscout24.ch/de/d/toyota-supra-gr-30i-turbo-premium-automat-8-10824159
Fiat;Punto;FIAT Punto Evo 1.2 Active;2900.0;155000.0;70.0;Benzin;42.012;5.2;Manuell;https://www.autoscout24.ch/de/d/fiat-punto-evo-12-active-12816613
Porsche;911 2.4;PORSCHE 911 2.4 T Targa Modell 73;92000.0;100.0;;;121.972;;Manuell;https://www.autoscout24.ch/de/d/porsche-911-24-t-targa-modell-73-12805396
Fiat;FIAT 500;"FIAT FIAT 500 ""L""";13500.0;2248.0;18.0;Benzin;61.973;5.3;Manuell;https://www.autoscout24.ch/de/d/fiat-fiat-500-l-12804165
Mazda;CX 5;MAZDA CX-5 2.2 D HP Revolution AWD Automatic;12990.0;118000.0;175.0;Diesel;122.014;5.5;Automat;https://www.autoscout24.ch/de/d/mazda-cx-5-22-d-hp-revolution-awd-automatic-12794369
Smart;fortwo;SMART fortwo Brabus Ultimate 125 Édition limitée 1 of 125;59900.0;40323.0;125.0;Benzin;52.017;4.3;Automat;https://www.autoscout24.ch/de/d/smart-fortwo-brabus-ultimate-125-edition-limitee-1-of-125-12786020
Land Rover;Range;LAND ROVER Range Rover Sport 5.0 V8 SC Autobiogr. Aut.;18500.0;170000.0;510.0;Benzin;42.011;14.9;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-sport-50-v8-sc-autobiogr-aut-12765388
Mercedes-Benz;GLC 350;MERCEDES-BENZ GLC 350 e AMG Line 4Matic 7G-Tronic;18650.0;179500.0;319.0;Benzin;112.016;2.5;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-glc-350-e-amg-line-4matic-7g-tronic-12760067
Audi;A4;AUDI A4 Avant 40 TDI S-Line quattro S-tronic;29900.0;39500.0;190.0;Diesel;122.018;;Halbautomatik;https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-s-line-quattro-s-tronic-12758571
Mercedes-Benz;V 250;MERCEDES-BENZ V 250 d Trend lang 4Matic 7G-Tronic;39900.0;50700.0;190.0;Diesel;72.019;8.9;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-v-250-d-trend-lang-4matic-7g-tronic-12758225
CHEVROLET;Tahoe 5.3;CHEVROLET Tahoe 5.3 Autotrac N;21900.0;171200.0;273.0;Benzin;62.002;14.8;Automat;https://www.autoscout24.ch/de/d/chevrolet-tahoe-53-autotrac-n-12737448
Ford;Focus 2.5;FORD Focus 2.5 Turbo RS;24700.0;145500.0;305.0;Benzin;102.010;9.4;Manuell;https://www.autoscout24.ch/de/d/ford-focus-25-turbo-rs-12729425
Porsche;Boxster;PORSCHE Boxster GTS 3.4 PDK;66000.0;49799.0;330.0;Benzin;112.015;8.2;Halbautomatik;https://www.autoscout24.ch/de/d/porsche-boxster-gts-34-pdk-12727034
Land Rover;Discovery;LAND ROVER Discovery Sport P300e 1.5 PHEV SE AT8;42999.0;35000.0;308.0;Benzin;52.023;1.7;Automat;https://www.autoscout24.ch/de/d/land-rover-discovery-sport-p300e-15-phev-se-at8-12726991
BMW;M135i;BMW M135i xDrive Steptronic;17900.0;163988.0;326.0;Benzin;12.016;7.8;Automat;https://www.autoscout24.ch/de/d/bmw-m135i-xdrive-steptronic-12687308
Mazda;CX 30;MAZDA CX-30 SKYACTIV-G 150 M Hybrid AWD Ambition Plus Automat;22900.0;46500.0;150.0;Benzin;62.021;6.9;Automat;https://www.autoscout24.ch/de/d/mazda-cx-30-skyactiv-g-150-m-hybrid-awd-ambition-plus-automat-12682879
BMW;X3;BMW X3 xDrive M Competition Steptronic;60900.0;49800.0;510.0;Benzin;82.021;10.5;Automat;https://www.autoscout24.ch/de/d/bmw-x3-xdrive-m-competition-steptronic-12679209
BMW;328i;BMW 328i Touring Steptronic M-Sport Line;16900.0;141091.0;245.0;Benzin;92.014;6.5;Automat;https://www.autoscout24.ch/de/d/bmw-328i-touring-steptronic-m-sport-line-12676174
BMW;330i;BMW 330i;22000.0;87000.0;231.0;Benzin;12.002;9.1;Manuell;https://www.autoscout24.ch/de/d/bmw-330i-12655387
Mercedes-Benz;GLE 450;MERCEDES-BENZ GLE 450 4Matic AMG Line 9G-Tronic;53950.0;84249.0;367.0;Benzin;52.019;11.1;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-gle-450-4matic-amg-line-9g-tronic-12653594
Cupra;Formentor 2.0TSI;CUPRA Formentor 2.0TSI VZ 4Drive DSG;26000.0;80000.0;310.0;Benzin;82.021;;Halbautomatik;https://www.autoscout24.ch/de/d/cupra-formentor-20tsi-vz-4drive-dsg-12645178
VW;California;VW California Beach TDI 4M Allrad;35000.0;111824.0;140.0;Diesel;22.012;;Manuell;https://www.autoscout24.ch/de/d/vw-california-beach-tdi-4m-allrad-12641966
Porsche;Boxter 2.7;PORSCHE Boxter 2.7;21000.0;64000.0;220.0;Benzin;52.002;9.9;Manuell;https://www.autoscout24.ch/de/d/porsche-boxter-27-12611328
Nissan;350;NISSAN 350 Z Pack;24500.0;78600.0;280.0;Benzin;62.004;11.4;Manuell;https://www.autoscout24.ch/de/d/nissan-350-z-pack-12600485
BMW;330d;BMW 330d xDrive 48V M Sport Steptronic, mit AHK;43900.0;11100.0;286.0;Diesel;12.022;5.6;Automat;https://www.autoscout24.ch/de/d/bmw-330d-xdrive-48v-m-sport-steptronic-mit-ahk-12599114
Fiat;595 1.4;FIAT 595 1.4 16V Turbo Abarth Competizione;17999.0;52100.0;180.0;Benzin;112.015;;Manuell;https://www.autoscout24.ch/de/d/fiat-595-14-16v-turbo-abarth-competizione-12594331
BMW;X1;BMW X1 xDrive 20i xLine Steptronic;18200.0;151000.0;192.0;Benzin;32.017;6.3;Automat;https://www.autoscout24.ch/de/d/bmw-x1-xdrive-20i-xline-steptronic-12545669
Mercedes-Benz;ML 350;MERCEDES-BENZ ML 350 BlueTEC 4Matic 7G-Tronic;20900.0;206000.0;258.0;Diesel;42.013;6.8;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-ml-350-bluetec-4matic-7g-tronic-12537280
Opel;1.6;OPEL 1.6 turbo ultimate;15500.0;54000.0;181.0;Benzin;32.019;5.7;Automat;https://www.autoscout24.ch/de/d/opel-16-turbo-ultimate-12523302
Mercedes-Benz;190;MERCEDES-BENZ 190 E 2.0;24490.0;85800.0;122.0;Benzin;81.991;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-190-e-20-12514557
Porsche;Macan;PORSCHE Macan Turbo PDK;39900.0;87000.0;400.0;Benzin;62.015;9.2;Halbautomatik;https://www.autoscout24.ch/de/d/porsche-macan-turbo-pdk-12467316
BMW;X4;BMW X4 xDrive 35i xLine Steptronic;31900.0;39000.0;306.0;Benzin;22.015;8.3;Automat;https://www.autoscout24.ch/de/d/bmw-x4-xdrive-35i-xline-steptronic-12466480
SAAB;9-3 2.0i;SAAB 9-3 2.0i 16V Turbo SE Anniv. HIRSCH-PERORMANCE;6500.0;164000.0;209.0;Benzin;32.002;8.5;Manuell;https://www.autoscout24.ch/de/d/saab-9-3-20i-16v-turbo-se-anniv-hirsch-perormance-12453872
BENTLEY;Continental;BENTLEY Continental GT 6.0;44700.0;80000.0;560.0;Benzin;72.010;16.6;Automat;https://www.autoscout24.ch/de/d/bentley-continental-gt-60-12446635
CADILLAC;Escalade 6.0;CADILLAC Escalade 6.0 Hybrid Platinum Edition;20500.0;230000.0;337.0;Benzin;102.013;10.9;Stufenlos;https://www.autoscout24.ch/de/d/cadillac-escalade-60-hybrid-platinum-edition-12403027
Seat;Ateca 2.0;SEAT Ateca 2.0 TSI SWISS FR 4Drive DSG;26000.0;56500.0;190.0;Benzin;82.019;8.8;Halbautomatik;https://www.autoscout24.ch/de/d/seat-ateca-20-tsi-swiss-fr-4drive-dsg-12394265
Mercedes-Benz;CLA 45;MERCEDES-BENZ CLA 45 AMG 4Matic Speedshift;23900.0;130000.0;360.0;Benzin;52.015;7.1;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-cla-45-amg-4matic-speedshift-12391810
Mercedes-Benz;C 43;MERCEDES-BENZ C 43 AMG 4Matic 9G-Tronic;34900.0;110000.0;367.0;Benzin;112.017;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c-43-amg-4matic-9g-tronic-12385873
Audi;Q3;AUDI Q3 Sportback 45 TFSI S line quattro S-tronic;29900.0;110700.0;230.0;Benzin;122.019;9.7;Halbautomatik;https://www.autoscout24.ch/de/d/audi-q3-sportback-45-tfsi-s-line-quattro-s-tronic-12321569
VW;Passat;VW Passat Variant 2.0 TDI BMT High. DSG 4Motion;16490.0;137169.0;240.0;Diesel;122.014;5.4;Halbautomatik;https://www.autoscout24.ch/de/d/vw-passat-variant-20-tdi-bmt-high-dsg-4motion-12316810
BMW;535i;BMW 535i Touring Steptronic;12900.0;234000.0;306.0;Benzin;32.016;7.9;Automat;https://www.autoscout24.ch/de/d/bmw-535i-touring-steptronic-12314950
BMW;X5;BMW X5 xDrive 30d Steptronic;25900.0;161000.0;258.0;Diesel;52.016;;Automat;https://www.autoscout24.ch/de/d/bmw-x5-xdrive-30d-steptronic-12297143
Land Rover;Defender 110;LAND ROVER Defender 110 2.2 TD4 Station Wagon;81000.0;102000.0;122.0;Diesel;42.014;11.1;Manuell;https://www.autoscout24.ch/de/d/land-rover-defender-110-22-td4-station-wagon-12179018
Porsche;Macan;PORSCHE Macan GTS PDK;28000.0;190088.0;360.0;Benzin;112.017;9.2;Halbautomatik;https://www.autoscout24.ch/de/d/porsche-macan-gts-pdk-12172288
Mercedes-Benz;SL 55;MERCEDES-BENZ SL 55 AMG Automatic;24999.0;120000.0;500.0;Benzin;12.003;14.2;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-sl-55-amg-automatic-12170695
BMW;M3;BMW M3 Coupé DSG;54900.0;147000.0;420.0;Benzin;62.008;11.9;Halbautomatik;https://www.autoscout24.ch/de/d/bmw-m3-coupe-dsg-12156257
Alfa Romeo;MiTo 1.4;ALFA ROMEO MiTo 1.4 TB Distinctive;5200.0;65000.0;135.0;Benzin;62.010;5.6;Manuell;https://www.autoscout24.ch/de/d/alfa-romeo-mito-14-tb-distinctive-12056418
BMW;535i;BMW 535i xDrive Steptronic;20900.0;101000.0;306.0;Benzin;22.013;;Automat;https://www.autoscout24.ch/de/d/bmw-535i-xdrive-steptronic-12050579
Land Rover;Defender 110;LAND ROVER Defender 110 2.2 TD4 Station Wagon;84900.0;136652.0;122.0;Diesel;82.013;11.1;Manuell;https://www.autoscout24.ch/de/d/land-rover-defender-110-22-td4-station-wagon-12013330
Cupra;Formentor 2.0TSI;CUPRA Formentor 2.0TSI el Primero 4Drive DSG;25000.0;115000.0;310.0;Benzin;42.021;;Halbautomatik;https://www.autoscout24.ch/de/d/cupra-formentor-20tsi-el-primero-4drive-dsg-11996641
Mercedes-Benz;V 250;MERCEDES-BENZ V 250 d Swiss Edition lang 4Matic 7G-Tronic;37990.0;135000.0;190.0;Diesel;92.016;6.7;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-v-250-d-swiss-edition-lang-4matic-7g-tronic-11908373
BMW;650i;BMW 650i Gran Coupé xDrive;26900.0;119500.0;450.0;Benzin;82.015;9.4;Automat;https://www.autoscout24.ch/de/d/bmw-650i-gran-coupe-xdrive-11883044
MORGAN;THREEWHEELER;MORGAN THREEWHEELER;44000.0;35000.0;82.0;Benzin;42.013;;Manuell;https://www.autoscout24.ch/de/d/morgan-threewheeler-11850642
Tesla;Model 3;TESLA TESLA Model 3 Performance, 513 PS;27900.0;108000.0;513.0;Elektro;2021;;Automat;https://www.autoscout24.ch/de/d/tesla-tesla-model-3-performance-513-ps-11827166
Mercedes-Benz;SLK 350;MERCEDES-BENZ SLK 350;17500.0;14500.0;272.0;Benzin;62.005;10.6;Manuell;https://www.autoscout24.ch/de/d/mercedes-benz-slk-350-11745196
Mercedes-Benz;CLA;MERCEDES-BENZ CLA Shooting Brake 35 AMG 4Matic 7G-DCT;41900.0;37500.0;306.0;Benzin;92.020;8.7;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-cla-shooting-brake-35-amg-4matic-7g-dct-11739538
BMW;M850i;BMW M850i xDrive First Edition Steptronic;65900.0;28850.0;530.0;Benzin;92.019;11.3;Automat;https://www.autoscout24.ch/de/d/bmw-m850i-xdrive-first-edition-steptronic-11673303
Nissan;200;NISSAN 200 SX;35000.0;123000.0;200.0;Benzin;111.998;9.7;Manuell;https://www.autoscout24.ch/de/d/nissan-200-sx-11653159
Mercedes-Benz;C 250;MERCEDES-BENZ C 250 Coupé Sport 7G-Tronic;15900.0;134000.0;204.0;Benzin;72.012;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c-250-coupe-sport-7g-tronic-11410388
Toyota;LAND;TOYOTA LAND CRUISER HZJ78;87500.0;104000.0;130.0;Diesel;82.000;;Manuell;https://www.autoscout24.ch/de/d/toyota-land-cruiser-hzj78-11407702
Mercedes-Benz;A 35;MERCEDES-BENZ A 35 AMG 4Matic Speedshift;36000.0;52000.0;306.0;Benzin;32.020;8.7;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-a-35-amg-4matic-speedshift-11405254
Porsche;Cayenne;PORSCHE Cayenne S;22899.0;180000.0;400.0;Benzin;62.012;10.5;Automat;https://www.autoscout24.ch/de/d/porsche-cayenne-s-11360080
Mercedes-Benz;SL 600;MERCEDES-BENZ SL 600 Automatic;47800.0;38000.0;500.0;Benzin;42.004;14.4;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-sl-600-automatic-11247981
BMW;M760Li;BMW M760Li xDrive Steptronic;72000.0;65000.0;610.0;Benzin;52.018;12.8;Automat;https://www.autoscout24.ch/de/d/bmw-m760li-xdrive-steptronic-11167903
Mercedes-Benz;E 63;MERCEDES-BENZ E 63 CGI AMG 7G-Tronic;33900.0;127000.0;525.0;Benzin;92.012;9.8;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-e-63-cgi-amg-7g-tronic-11129718
FERRARI;F355;FERRARI F355 GTS;91000.0;39500.0;380.0;Benzin;41.998;20.8;Halbautomatik;https://www.autoscout24.ch/de/d/ferrari-f355-gts-11094016
Mercedes-Benz;E 400;MERCEDES-BENZ E 400 7G-Tronic;27900.0;74500.0;333.0;Benzin;32.014;7.9;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-e-400-7g-tronic-10866444
Ford;KA 1.25;FORD KA 1.25 Titanium;4000.0;74100.0;69.0;Benzin;22.011;5.1;Manuell;https://www.autoscout24.ch/de/d/ford-ka-125-titanium-10843786
Audi;Q7 3.0;AUDI Q7 3.0 TDI quattro tiptronic;29500.0;170000.0;272.0;Diesel;112.017;5.7;Automat;https://www.autoscout24.ch/de/d/audi-q7-30-tdi-quattro-tiptronic-10818585
Mercedes-Benz;V 250;MERCEDES-BENZ V 250 BlueTEC Edition 1 lang 7G-Tronic;31500.0;197000.0;190.0;Diesel;122.014;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-v-250-bluetec-edition-1-lang-7g-tronic-10770995
DAIMLER;6.0;DAIMLER 6.0 Double Six;34900.0;103000.0;307.0;Benzin;31.994;;Automat;https://www.autoscout24.ch/de/d/daimler-60-double-six-10560836
Ford;Fiesta 1.5;FORD Fiesta 1.5 TDCi Titanium;10500.0;80730.0;85.0;Diesel;122.017;3.5;Manuell;https://www.autoscout24.ch/de/d/ford-fiesta-15-tdci-titanium-10536116
Seat;Ibiza 1.0;SEAT Ibiza 1.0 EcoTSI FR;16900.0;88000.0;115.0;Benzin;112.017;4.7;Manuell;https://www.autoscout24.ch/de/d/seat-ibiza-10-ecotsi-fr-10534775
Land Rover;Range Rover Evoque 2.0;LAND ROVER Range Rover Evoque 2.0 Si4 Dynamic AT9;27850.0;54000.0;241.0;Benzin;92.015;7.8;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-evoque-20-si4-dynamic-at9-10467952
Volvo;XC90;VOLVO XC90 T6 AWD R-Design Geartronic;42000.0;117000.0;320.0;Benzin;12.016;;Automat;https://www.autoscout24.ch/de/d/volvo-xc90-t6-awd-r-design-geartronic-10289313
BMW;M3;BMW M3 Coupé;172000.0;54000.0;321.0;Benzin;31.996;11.1;Manuell;https://www.autoscout24.ch/de/d/bmw-m3-coupe-10256167
Porsche;924;PORSCHE 924;12500.0;180300.0;125.0;Benzin;51.981;;Manuell;https://www.autoscout24.ch/de/d/porsche-924-10238278
Audi;RS4;AUDI RS4 Avant quattro;37999.0;196800.0;380.0;Benzin;62.001;;Manuell;https://www.autoscout24.ch/de/d/audi-rs4-avant-quattro-10238201
Mitsubishi;Lancer;MITSUBISHI Lancer Evo VII;39900.0;70000.0;377.0;Benzin;92.003;;Manuell;https://www.autoscout24.ch/de/d/mitsubishi-lancer-evo-vii-9526745
Mercedes-Benz;230;MERCEDES-BENZ 230 CE;15000.0;276000.0;132.0;Benzin;91.990;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-230-ce-9510128
ROLLS-ROYCE;Silver;ROLLS-ROYCE Silver Spirit Veteran, 2. Hand Top gepflegt, Schmohl Auslieferung;26900.0;109800.0;250.0;Benzin;61.987;;Automat;https://www.autoscout24.ch/de/d/rolls-royce-silver-spirit-veteran-2-hand-top-gepflegt-schmohl-auslieferung-9325831
Audi;RS6;AUDI RS6 plus Avant quattro tiptronic;67800.0;160000.0;480.0;Benzin;92.004;14.5;Automat;https://www.autoscout24.ch/de/d/audi-rs6-plus-avant-quattro-tiptronic-9308158
Mercedes-Benz;GLE;MERCEDES-BENZ GLE Coupé 43 AMG 4Matic 9G-Tronic;69000.0;30000.0;390.0;Benzin;22.019;12.6;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-gle-coupe-43-amg-4matic-9g-tronic-8296272
Mercedes-Benz;SL 280;MERCEDES-BENZ SL 280;22500.0;167000.0;193.0;Benzin;61.994;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-sl-280-8223346
Mercedes-Benz;E 320;MERCEDES-BENZ E 320 Cabrio VETERAN MFK;47900.0;190000.0;220.0;Benzin;71.995;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-e-320-cabrio-veteran-mfk-7566760
FERRARI;Mondial 3.2;FERRARI Mondial 3.2 Cabriolet Quattrovalvole;56000.0;111000.0;255.0;Benzin;71.988;;Manuell;https://www.autoscout24.ch/de/d/ferrari-mondial-32-cabriolet-quattrovalvole-4834819
BMW;635d;BMW 635d Steptronic Facelift;16500.0;153000.0;286.0;Diesel;112.010;6.9;Automat;https://www.autoscout24.ch/de/d/bmw-635d-steptronic-facelift-12811384
Mini;Countryman;MINI Countryman Cooper SD ALL4 Steptronic;11500.0;142350.0;143.0;Diesel;12.013;6.1;Automat;https://www.autoscout24.ch/de/d/mini-countryman-cooper-sd-all4-steptronic-12791512
Subaru;Impreza 1.5R;SUBARU Impreza 1.5R Swiss De Luxe Automatic;5900.0;104196.0;105.0;Benzin;92.007;8.1;Automat;https://www.autoscout24.ch/de/d/subaru-impreza-15r-swiss-de-luxe-automatic-12862455
Tesla;Model 3;TESLA Model 3 Long Range Dual Motor AWD (Full Self Driving);22000.0;107000.0;462.0;Elektro;32.019;;Automat;https://www.autoscout24.ch/de/d/tesla-model-3-long-range-dual-motor-awd-full-self-driving-12795434
Tesla;Model 3;TESLA Model 3 Long Range Dual Motor AWD (Full Self Driving);22000.0;107000.0;462.0;Elektro;32.019;;Automat;https://www.autoscout24.ch/de/d/tesla-model-3-long-range-dual-motor-awd-full-self-driving-12795434
Tesla;Model S;TESLA Model S 100 kWh Plaid;89990.0;50000.0;1020.0;Elektro;122.022;;Automat;https://www.autoscout24.ch/de/d/tesla-model-s-100-kwh-plaid-12791215
Mercedes-Benz;EQA 350;MERCEDES-BENZ EQA 350 4Matic;34400.0;65000.0;292.0;Elektro;102.021;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-eqa-350-4matic-12591254
Hyundai;Ioniq 5;HYUNDAI Ioniq 5 72kWh Amplia 2WD;27800.0;59000.0;217.0;Elektro;92.021;;Automat;https://www.autoscout24.ch/de/d/hyundai-ioniq-5-72kwh-amplia-2wd-12232950
Audi;RS3;AUDI RS3 Sportback 2.5 TSI Performance quattro;84250.0;9250.0;407.0;Benzin;32.023;8.3;Halbautomatik;https://www.autoscout24.ch/de/d/audi-rs3-sportback-25-tsi-performance-quattro-11276118
Audi;A5;AUDI A5 Cabriolet 3.0 TDI Sport tiptronic quattro;35900.0;89500.0;286.0;Diesel;32.018;4.6;Automat;https://www.autoscout24.ch/de/d/audi-a5-cabriolet-30-tdi-sport-tiptronic-quattro-10795507
BMW;i4;BMW i4 M50 M Sport Pro;58800.0;6069.0;544.0;Elektro;122.022;;Automat;https://www.autoscout24.ch/de/d/bmw-i4-m50-m-sport-pro-10710370
Tesla;Model S;TESLA Model S 75 D;22900.0;145000.0;525.0;Elektro;52.017;;Automat;https://www.autoscout24.ch/de/d/tesla-model-s-75-d-9414906
Audi;RS3;AUDI RS3 Sportback 2.5 TSI Performance quattro;84250.0;9250.0;407.0;Benzin;32.023;8.3;Halbautomatik;https://www.autoscout24.ch/de/d/audi-rs3-sportback-25-tsi-performance-quattro-11276118
Audi;A5;AUDI A5 Cabriolet 3.0 TDI Sport tiptronic quattro;35900.0;89500.0;286.0;Diesel;32.018;4.6;Automat;https://www.autoscout24.ch/de/d/audi-a5-cabriolet-30-tdi-sport-tiptronic-quattro-10795507
BMW;i4;BMW i4 M50 M Sport Pro;58800.0;6069.0;544.0;Elektro;122.022;;Automat;https://www.autoscout24.ch/de/d/bmw-i4-m50-m-sport-pro-10710370
Tesla;Model S;TESLA Model S 75 D;22900.0;145000.0;525.0;Elektro;52.017;;Automat;https://www.autoscout24.ch/de/d/tesla-model-s-75-d-9414906
Skoda;Enyaq;SKODA Enyaq iV 80x;35000.0;47600.0;265.0;Elektro;102.021;;Automat;https://www.autoscout24.ch/de/d/skoda-enyaq-iv-80x-12819011
Mitsubishi;Outlander 2.4;MITSUBISHI Outlander 2.4 PHEV Diamond 4WD Automatic;23400.0;93200.0;224.0;Benzin;32.020;;Automat;https://www.autoscout24.ch/de/d/mitsubishi-outlander-24-phev-diamond-4wd-automatic-12818136
Audi;Q3 2.0;AUDI Q3 2.0 TFSI quattro S-tronic;20000.0;48000.0;211.0;Benzin;42.014;7.7;Halbautomatik;https://www.autoscout24.ch/de/d/audi-q3-20-tfsi-quattro-s-tronic-12817921
VW;T-Roc;VW T-Roc 2.0 TSI Sport DSG 4Motion;23800.0;45500.0;190.0;Benzin;52.018;6.8;Automat;https://www.autoscout24.ch/de/d/vw-t-roc-20-tsi-sport-dsg-4motion-12811809
Land Rover;Range;LAND ROVER Range Rover Sport D350 3.0D I6 MHEV HSE Dy Stealth Automatic;67900.0;64000.0;351.0;Diesel;32.021;9.8;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-sport-d350-30d-i6-mhev-hse-dy-stealth-automatic-12794600
VW;T6;VW T6 Multivan 2.0 TDI Comfort. '70 Jahre Bulli' DSG;33900.0;123000.0;150.0;Diesel;62.019;;Automat;https://www.autoscout24.ch/de/d/vw-t6-multivan-20-tdi-comfort-70-jahre-bulli-dsg-12793129
Volvo;XC40;VOLVO XC40 B4 Benzin Mild Hybrid AWD R-Design Geartronic;31500.0;21000.0;197.0;Benzin;52.021;8.3;Automat;https://www.autoscout24.ch/de/d/volvo-xc40-b4-benzin-mild-hybrid-awd-r-design-geartronic-12802197
Alfa Romeo;Stelvio 2.0;ALFA ROMEO Stelvio 2.0 TI Q4 Automatic;20000.0;100000.0;280.0;Benzin;112.019;9.8;Automat;https://www.autoscout24.ch/de/d/alfa-romeo-stelvio-20-ti-q4-automatic-12785793
Land Rover;Range;LAND ROVER Range Rover 5.0 V8 SC Autobiography Automatic;58900.0;75000.0;510.0;Benzin;52.014;13.8;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-50-v8-sc-autobiography-automatic-12599656
Audi;RS3;AUDI RS3 Limousine 2.5 TSI quattro S-tronic **inkl. originalen Audi Winterkompletträder**;57900.0;31000.0;400.0;Benzin;92.021;;Halbautomatik;https://www.autoscout24.ch/de/d/audi-rs3-limousine-25-tsi-quattro-s-tronic-inkl-originalen-audi-winterkomplettrader-12541809
